source_id,title,source_type,url,source_confidence,source_status,used_in,last_checked_date
www_pianote_com,Pianote,Public source / proxy,https://www.pianote.com/,Medium,URL collected; factual claims limited to source-backed statements.,Online piano lesson brand; v3 database,2026-06-11
www_youtube_com_%40DrumeoOfficial,Drumeo,Public source / proxy,https://www.youtube.com/%40DrumeoOfficial,Medium,URL collected; factual claims limited to source-backed statements.,Online drum lesson brand; v3 database,2026-06-11
scottsbasslessons_com,Scott's Bass Lessons,Public source / proxy,https://scottsbasslessons.com/,Medium,URL collected; factual claims limited to source-backed statements.,Online bass school; v3 database,2026-06-11
artistworks_com,ArtistWorks,Public source / proxy,https://artistworks.com/,Medium,URL collected; factual claims limited to source-backed statements.,Online teacher platform,2026-06-11
www_tonebase_co,tonebase,Public source / proxy,https://www.tonebase.co/,Medium,URL collected; factual claims limited to source-backed statements.,Online music education,2026-06-11
www_rcmusic_com_learning,Royal Conservatory of Music,Official / credible public source,https://www.rcmusic.com/learning,High,URL collected; factual claims limited to source-backed statements.,Curriculum / exam body,2026-06-11
flat_io_edu,Flat for Education,Public source / proxy,https://flat.io/edu,Medium,URL collected; factual claims limited to source-backed statements.,Classroom music SaaS,2026-06-11
www_noteflight_com_learn,Noteflight Learn,Public source / proxy,https://www.noteflight.com/learn,Medium,URL collected; factual claims limited to source-backed statements.,Classroom notation platform,2026-06-11
www_youtube_com_martymusic,Marty Music,Public source / proxy,https://www.youtube.com/martymusic,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_RickBeato,Rick Beato,Public source / proxy,https://www.youtube.com/RickBeato,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
pauldavidsguitar_com,Paul Davids,Official / credible public source,https://pauldavidsguitar.com/,High,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_user_andycrowley,Andy Guitar,Public source / proxy,https://www.youtube.com/user/andycrowley,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_channel_UCasFZzbM8JJ6dqSVEgL9VVg,GuitarZero2Hero,Public source / proxy,https://www.youtube.com/channel/UCasFZzbM8JJ6dqSVEgL9VVg,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
videos_feedspot_com_guitar_youtube_channels,GuitarLessons365Song,Public source / proxy,https://videos.feedspot.com/guitar_youtube_channels/,Low,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_user_swiftlessons,Swiftlessons,Public source / proxy,https://www.youtube.com/user/swiftlessons,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
pianowithjonny_com,Piano With Jonny,Public source / proxy,https://pianowithjonny.com/,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_c_NahreSol,Nahre Sol,Public source / proxy,https://www.youtube.com/c/NahreSol,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_c_PianoFromScratch,Piano From Scratch,Public source / proxy,https://www.youtube.com/c/PianoFromScratch,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_c_BassBuzz,BassBuzz,Public source / proxy,https://www.youtube.com/c/BassBuzz,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_adamneely,Adam Neely,Public source / proxy,https://www.youtube.com/adamneely,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_%40DavidBennettPiano,David Bennett Music Theory,Public source / proxy,https://www.youtube.com/%40DavidBennettPiano,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
signalsmusic_studio,Signals Music Studio,Official / credible public source,https://signalsmusic.studio/,High,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_channel_UCdcemy56JtVTrsFIOoqvV8g,Andrew Huang,Public source / proxy,https://www.youtube.com/channel/UCdcemy56JtVTrsFIOoqvV8g,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_%40CharlesCornellStudios,Charles Cornell,Public source / proxy,https://www.youtube.com/%40CharlesCornellStudios,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_activemelody_com,Active Melody,Public source / proxy,https://www.activemelody.com/,Low,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_c_Bernthguitar,Bernth,Public source / proxy,https://www.youtube.com/c/Bernthguitar,Low,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_user_BenEllerGuitars,Ben Eller,Public source / proxy,https://www.youtube.com/user/BenEllerGuitars,Low,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_c_12tonevideos,12tone,Public source / proxy,https://www.youtube.com/c/12tonevideos,Low,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_c_TheCharismaticVoice,The Charismatic Voice,Public source / proxy,https://www.youtube.com/c/TheCharismaticVoice,Low,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_youtube_com_user_th3ycharg3,Jared Dines,Public source / proxy,https://www.youtube.com/user/th3ycharg3,Low,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
menlovc_com_perspective_the_future_of_music_is_participatory_leading_sunos_serie,Menlo Ventures,Official / credible public source,https://menlovc.com/perspective/the-future-of-music-is-participatory-leading-sunos-series-c/,High,URL collected; factual claims limited to source-backed statements.,VC,2026-06-11
suno_com_blog_series_c_announcement,Lightspeed Venture Partners,Official / credible public source,https://suno.com/blog/series-c-announcement,High,URL collected; factual claims limited to source-backed statements.,VC; VC; Corporate VC; Strategic investor,2026-06-11
music_ai_blog_press_music_ai_raises_40m_series_a,Connect Ventures,Official / credible public source,https://music.ai/blog/press/music-ai-raises-40m-series-a/,High,URL collected; factual claims limited to source-backed statements.,Strategic VC; VC; VC; VC; VC; VC / investor,2026-06-11
www_recordoftheday_com_news_and_press_music_ai_the_company_behind_moises_raises_,Samsung Next,Public source / proxy,https://www.recordoftheday.com/news-and-press/music-ai-the-company-behind-moises-raises-40m-in-series-a-funding-led-by-connect-ventures-and-monashees,Medium,URL collected; factual claims limited to source-backed statements.,Corporate VC,2026-06-11
www_accel_com,Accel,Public source / proxy,https://www.accel.com/,Medium,URL collected; factual claims limited to source-backed statements.,VC / growth,2026-06-11
caldecottmusic_com_press_9953_bandlab_raises_us65m_series_b,Prosus Ventures,Public source / proxy,https://caldecottmusic.com/press/9953-bandlab-raises-us65m-series-b,Medium,URL collected; factual claims limited to source-backed statements.,VC / growth; Strategic / holding company,2026-06-11
techcrunch_com_2022_04_26_social_music_platform_bandlab_scores_65m_at_a_valuatio,Vulcan Capital / Cercano,Public source / proxy,https://techcrunch.com/2022/04/26/social-music-platform-bandlab-scores-65m-at-a-valuation-of-315-million/,Medium,URL collected; factual claims limited to source-backed statements.,VC / family office,2026-06-11
www_musicbusinessworldwide_com_splice_closes_55m_series_d_funding_round_led_by_g,Goldman Sachs Growth,Public source / proxy,https://www.musicbusinessworldwide.com/splice-closes-55m-series-d-funding-round-led-by-goldman-sachs/,Medium,URL collected; factual claims limited to source-backed statements.,Growth fund / merchant banking; Strategic investment vehicle,2026-06-11
www_sonyinnovationfund_com,Sony Innovation Fund,Public source / proxy,https://www.sonyinnovationfund.com/,Medium,URL collected; factual claims limited to source-backed statements.,Corporate VC,2026-06-11
www_wmg_com_news_warner_music_group_and_suno_forge_groundbreaking_partnership,Warner Music Group,Official / credible public source,https://www.wmg.com/news/warner-music-group-and-suno-forge-groundbreaking-partnership,High,URL collected; factual claims limited to source-backed statements.,Strategic / corporate,2026-06-11
www_universalmusic_com_universal_music_group_and_udio_announce_udios_first_strat,Universal Music Group,Official / credible public source,https://www.universalmusic.com/universal-music-group-and-udio-announce-udios-first-strategic-agreements-for-new-licensed-ai-music-creation-platform/,High,Official UMG/Udio announcement validates Udio positioning and investor/backer signal.,Strategic / corporate,2026-06-13
www_businessfinland_fi_en_services_funding,Business Finland,Official / credible public source,https://www.businessfinland.fi/en/services/funding/,High,URL collected; factual claims limited to source-backed statements.,Public funder; v3 database; v3 database,2026-06-11
www_guitarworld_com,Guitar World,Public source / proxy,https://www.guitarworld.com/,Medium,URL collected; factual claims limited to source-backed statements.,Specialist media,2026-06-11
www_musicradar_com,MusicRadar,Public source / proxy,https://www.musicradar.com/,Medium,URL collected; factual claims limited to source-backed statements.,Specialist media,2026-06-11
musictech_com,MusicTech,Public source / proxy,https://musictech.com/,Medium,URL collected; factual claims limited to source-backed statements.,Specialist media,2026-06-11
www_billboard_com,Billboard,Official / credible public source,https://www.billboard.com/,High,URL collected; factual claims limited to source-backed statements.,Music industry media,2026-06-11
www_musicbusinessworldwide_com,Music Business Worldwide,Official / credible public source,https://www.musicbusinessworldwide.com/,High,URL collected; factual claims limited to source-backed statements.,Music business media,2026-06-11
musically_com,Music Ally,Public source / proxy,https://musically.com/,Medium,URL collected; factual claims limited to source-backed statements.,Music business intelligence,2026-06-11
www_midiaresearch_com,MIDiA Research,Public source / proxy,https://www.midiaresearch.com/,Medium,URL collected; factual claims limited to source-backed statements.,Research firm,2026-06-11
luminatedata_com,Luminate,Official / credible public source,https://luminatedata.com/,High,URL collected; factual claims limited to source-backed statements.,Music data provider,2026-06-11
chartmetric_com,Chartmetric,Official / credible public source,https://chartmetric.com/,High,URL collected; factual claims limited to source-backed statements.,Music analytics,2026-06-11
newsroom_tiktok_com_en_us_tiktok_for_artists_launches,TikTok,Official / credible public source,https://newsroom.tiktok.com/en-us/tiktok-for-artists-launches,High,URL collected; factual claims limited to source-backed statements.,Short-form platform,2026-06-11
musicai_withyoutube_com,YouTube,Official / credible public source,https://musicai.withyoutube.com/,High,URL collected; factual claims limited to source-backed statements.,Video / creator platform,2026-06-11
splice_com_innovation,Splice creator workflow,Public source / proxy,https://splice.com/innovation,Medium,URL collected; factual claims limited to source-backed statements.,Creator tools,2026-06-11
www_npr_org_series_tiny_desk_concerts,NPR Tiny Desk,Public source / proxy,https://www.npr.org/series/tiny-desk-concerts/,Medium,URL collected; factual claims limited to source-backed statements.,Cultural media,2026-06-11
www_namm_org,NAMM,Official / credible public source,https://www.namm.org/,High,URL collected; factual claims limited to source-backed statements.,Industry event,2026-06-11
www_musictectonics_com,Music Tectonics,Public source / proxy,https://www.musictectonics.com/,Medium,URL collected; factual claims limited to source-backed statements.,Music-tech event/media,2026-06-11
www_theverge_com,The Verge,Public source / proxy,https://www.theverge.com/,Medium,URL collected; factual claims limited to source-backed statements.,Technology media,2026-06-11
techcrunch_com,TechCrunch,Public source / proxy,https://techcrunch.com/,Medium,URL collected; factual claims limited to source-backed statements.,Startup media,2026-06-11
www_commonsensemedia_org,Parent / family education media,Public source / proxy,https://www.commonsensemedia.org/,Medium,URL collected; factual claims limited to source-backed statements.,Audience channel,2026-06-11
www_duolingo_com_music,Duolingo Music,Official / credible public source,https://www.duolingo.com/music,High,URL collected; factual claims limited to source-backed statements.,Consumer education signal,2026-06-11
www_apple_com_mac_garageband,GarageBand / Apple creation,Official / credible public source,https://www.apple.com/mac/garageband/,High,URL collected; factual claims limited to source-backed statements.,Creation ecosystem,2026-06-11
learningmusic_ableton_com,Ableton Learning Music,Official / credible public source,https://learningmusic.ableton.com/,High,URL collected; factual claims limited to source-backed statements.,Creation education,2026-06-11
newsroom_tiktok_com_tiktok_reveals_the_top_artists_and_songs_of_2025,TikTok Year in Music,Official / credible public source,https://newsroom.tiktok.com/tiktok-reveals-the-top-artists-and-songs-of-2025?lang=en,High,URL collected; factual claims limited to source-backed statements.,Cultural signal,2026-06-11
support_google_com_youtube_answer_14151606,Google / YouTube AI music policy,Official / credible public source,https://support.google.com/youtube/answer/14151606?hl=en,High,URL collected; factual claims limited to source-backed statements.,AI platform signal,2026-06-11
developer_apple_com_design_awards,Apple Design Awards,Official / credible public source,https://developer.apple.com/design/awards/,High,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
play_google_com_best_of_2025,Google Play Best Of,Official / credible public source,https://play.google.com/best-of-2025,High,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_webbyawards_com_how_to_enter_the_webby_awards,The Webby Awards,Public source / proxy,https://www.webbyawards.com/how-to-enter-the-webby-awards/,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_edtechdigest_com_enter_awards,The EdTech Awards,Public source / proxy,https://www.edtechdigest.com/enter-awards/,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
excellenceawards_brandonhall_com_edtech,Brandon Hall Excellence in EdTech,Public source / proxy,https://excellenceawards.brandonhall.com/edtech/,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
worldwide_edtech_org_faq,WorldWiDE EdTech Awards,Public source / proxy,https://worldwide-edtech.org/faq,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
learningtechnologiesawards_co_uk,Learning Technologies Awards,Public source / proxy,https://learningtechnologiesawards.co.uk/,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_sxswedu_com_competitions_launch,SXSW EDU Launch,Public source / proxy,https://www.sxswedu.com/competitions/launch/,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_fastcompany_com_world_changing_ideas,Fast Company World Changing Ideas,Public source / proxy,https://www.fastcompany.com/world-changing-ideas,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
time_com_collection_best_inventions,TIME Best Inventions,Public source / proxy,https://time.com/collection/best-inventions/,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_tecawards_org,NAMM TEC Awards,Public source / proxy,https://www.tecawards.org/,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_tomsguide_com_ai_introducing_the_toms_guide_ai_awards_2026,Tom's Guide AI Awards,Public source / proxy,https://www.tomsguide.com/ai/introducing-the-toms-guide-ai-awards-2026,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
eic_ec_europa_eu_eic_funding_opportunities_eic_accelerator_en,EIC Accelerator,Official / credible public source,https://eic.ec.europa.eu/eic-funding-opportunities/eic-accelerator_en,High,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
research_and_innovation_ec_europa_eu_funding_funding_opportunities_funding_progr,Horizon Europe Cluster 2,Official / credible public source,https://research-and-innovation.ec.europa.eu/funding/funding-opportunities/funding-programmes-and-open-calls/horizon-europe/cluster-2-culture-creativity-and-inclusive-society_en,High,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_euro_access_eu_en_calls_2391_Video_games_and_immersive_content_development,Creative Europe MEDIA - Video Games and Immersive Content,Public source / proxy,https://www.euro-access.eu/en/calls/2391/Video-games-and-immersive-content-development,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
eit_culture_creativity_eu,EIT Culture & Creativity,Public source / proxy,https://eit-culture-creativity.eu/,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
erasmus_plus_ec_europa_eu_opportunities_opportunities_for_organisations_cooperat,Erasmus+ Cooperation Partnerships,Official / credible public source,https://erasmus-plus.ec.europa.eu/opportunities/opportunities-for-organisations/cooperation-among-organisations-and-institutions,High,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
digital_strategy_ec_europa_eu_en_activities_digital_programme,Digital Europe Programme,Official / credible public source,https://digital-strategy.ec.europa.eu/en/activities/digital-programme,High,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
developer_android_com_blog_posts_meet_the_class_of_2026_for_the_google_play_apps,Google Play Apps Accelerator,Public source / proxy,https://developer.android.com/blog/posts/meet-the-class-of-2026-for-the-google-play-apps-accelerator,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
aws_amazon_com_activate,AWS Activate,Public source / proxy,https://aws.amazon.com/activate/,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_nvidia_com_en_us_startups,NVIDIA Inception,Public source / proxy,https://www.nvidia.com/en-us/startups/,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
www_finnvera_fi_eng,Finnvera / Tesi growth finance,Public source / proxy,https://www.finnvera.fi/eng,Medium,URL collected; factual claims limited to source-backed statements.,v3 database,2026-06-11
suno_series_d_2026,Suno Series D funding announcement,Official company announcement,https://suno.com/blog/series-d-announcement,High,Official Suno funding announcement validates current funding/investor signal.,AI companies and AI initiatives; Last 24 months market moves; Top actors,2026-06-13
google_play_apps_accelerator_2026_date,Google Play Apps Accelerator class of 2026,Official Google / Android Developers post,https://android-developers.googleblog.com/2026/03/meet-class-of-2026-for-google-play-apps.html,High,"Official source checked; use March 25, 2026 post date.",Last 24 months market moves; Awards/funding/platform signals,2026-06-13
apple_design_awards_2026_winners_date,Apple 2026 Design Award winners,Official Apple Newsroom post,https://www.apple.com/newsroom/2026/06/apple-reveals-winners-of-the-2026-apple-design-awards/,High,"Official source checked; use June 2, 2026 update date.",Awards; Last 24 months market moves,2026-06-13
apps_apple_com_us_developer_simply_ltd_id1019442026,Simply,Official / credible public source,https://apps.apple.com/us/developer/simply-ltd/id1019442026,Medium,Official App Store developer listing validates the app developer; investor/ownership history still needs paid database or direct validation.,Ownership / investors validation,2026-06-13
www_musegroup_com,Ultimate Guitar,Official / credible public source,https://www.musegroup.com/,High,Muse Group official portfolio/company source supports Muse Group association.,Ownership / investors validation,2026-06-13
www_yamaha_com_en_ir,Yamaha,Official / credible public source,https://www.yamaha.com/en/ir/,High,Official investor-relations source supports public-company status.,Ownership / investors validation,2026-06-13
investors_duolingo_com,Duolingo,Official / credible public source,https://investors.duolingo.com/,High,Official investor-relations source supports public-company status.,Ownership / investors validation,2026-06-13
www_image_line_com_fl_studio,FL Studio,Official / credible public source,https://www.image-line.com/fl-studio/,High,Official Image-Line product source supports FL Studio / Image-Line identity.,Ownership / investors validation,2026-06-13
artists_spotify_com,Spotify for Artists,Official / credible public source,https://artists.spotify.com/,High,Official Spotify for Artists source validates Spotify product surface.,Ownership / investors validation,2026-06-13
www_youtube_com_@GuitarLessons365Song,GuitarLessons365Song,Public YouTube profile/source proxy,https://www.youtube.com/@GuitarLessons365Song,Medium,Public profile/source proxy captured; exact reach and average views require platform export before campaign use.,"Influencers, creators and educators",2026-06-13
www_youtube_com_@activemelody,Active Melody,Public YouTube profile/source proxy,https://www.youtube.com/@activemelody,Medium,Public profile/source proxy captured; exact reach and average views require platform export before campaign use.,"Influencers, creators and educators",2026-06-13
www_youtube_com_@Bernthguitar,Bernth,Public YouTube profile/source proxy,https://www.youtube.com/@Bernthguitar,Medium,Public profile/source proxy captured; exact reach and average views require platform export before campaign use.,"Influencers, creators and educators",2026-06-13
www_youtube_com_@BenEller,Ben Eller,Public YouTube profile/source proxy,https://www.youtube.com/@BenEller,Medium,Public profile/source proxy captured; exact reach and average views require platform export before campaign use.,"Influencers, creators and educators",2026-06-13
www_youtube_com_@12tone,12tone,Public YouTube profile/source proxy,https://www.youtube.com/@12tone,Medium,Public profile/source proxy captured; exact reach and average views require platform export before campaign use.,"Influencers, creators and educators",2026-06-13
www_youtube_com_@TheCharismaticVoice,The Charismatic Voice,Public YouTube profile/source proxy,https://www.youtube.com/@TheCharismaticVoice,Medium,Public profile/source proxy captured; exact reach and average views require platform export before campaign use.,"Influencers, creators and educators",2026-06-13
www_youtube_com_@JaredDines,Jared Dines,Public YouTube profile/source proxy,https://www.youtube.com/@JaredDines,Medium,Public profile/source proxy captured; exact reach and average views require platform export before campaign use.,"Influencers, creators and educators",2026-06-13
www_fender_com_pages_about_fmic,Fender,Official / credible public source,https://www.fender.com/pages/about-fmic,Medium,Official Fender company source validates FMIC/product identity; deeper ownership history should use corporate or paid-database validation.,Ownership / investors validation,2026-06-13
bandlabtechnologies_com,BandLab,Official / credible public source,https://bandlabtechnologies.com/,High,"Official BandLab Technologies page validates group identity, brand portfolio and Caldecott Music Group relationship.",Ownership / investors validation,2026-06-13
abc_xyz_investor,YouTube,Official / credible public source,https://abc.xyz/investor/,High,Alphabet investor materials validate public-company context; YouTube for Artists validates the music product surface.,Ownership / investors validation,2026-06-13
elevenlabs_io,ElevenLabs Music,Official / credible public source,https://elevenlabs.io/,Medium,Official ElevenLabs source validates company/product surface and music capability; investor/funding details require dedicated source validation.,Ownership / investors validation,2026-06-13
